Centre_ID,Centre_Title,Registration_Provider,Person_in_Charge,County,Maximum_Occupancy,Registration_Date,Registration_Conditions,Company_Directors,Chief_Inspector_Note,URL,reports
4086,Community Living Area D,Muiríosa Foundation,Tracey O'Loughlin,Laois,10,18-01-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 26/07/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 10.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-d,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4086-community-living-area-d-30-may-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4086-community-living-area-d-12-august-2021_1.pdf""]"
8101,Community Living Area D2,Muiríosa Foundation,Tony Walsh,Offaly,2,14-10-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 09/08/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 2.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-d2,
4087,Community Living Area E,Muiríosa Foundation,Mary Ramsbottom,Laois,3,12-12-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 24/05/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-e,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4087-community-living-area-e-29-june-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4087-community-living-area-e-14-september-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4087-community-living-area-e-16-july-2020.pdf""]"
4088,Community Living Area F,Muiríosa Foundation,Mary Ramsbottom,Laois,3,20-07-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 21/01/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-f,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4088-community-living-area-f-15-february-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4088-community-living-area-f-09-july-2020_0.pdf""]"
4089,Community Living Area G,Muiríosa Foundation,Catherine (Brigid) Byrne,Laois,8,02-10-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 27/04/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 8.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-g,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4089-community-living-area-g-10-may-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4089-community-living-area-g-12-april-2021.pdf""]"
2722,Community Living Area J,Muiríosa Foundation,Catherine (Brigid) Byrne,Laois,3,04-05-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 01/10/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-j,"[""https://www.hiqa.ie/system/files?file=inspectionreports/2722-community-living-area-j-15-november-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/2722-community-living-area-j-11-august-2021.pdf""]"
7799,Community Living Area Laurel Cross,Muiríosa Foundation,Noeleen Earle,Laois,8,27-10-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 17/04/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 8.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-laurel-cross,"[""https://www.hiqa.ie/system/files?file=inspectionreports/7799-community-living-area-laurel-cross-14-march-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7799-community-living-area-laurel-cross-29-june-2021.pdf""]"
2740,Community Living Area M,Muiríosa Foundation,Rosarii Kennedy,Offaly,3,11-01-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 31/08/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-m,"[""https://www.hiqa.ie/system/files?file=inspectionreports/2740-community-living-area-m-30-august-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/2740-community-living-area-m-24-august-2021.pdf""]"
2742,Community Living Area R,Muiríosa Foundation,Christina Hegarty,Offaly,5,12-02-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 26/7/2021 .The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 5.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-r,"[""https://www.hiqa.ie/system/files?file=inspectionreports/2742-community-living-area-r-17-april-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/2742-community-living-area-r-07-september-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/2742-community-living-area-r-29-october-2020.pdf""]"
5680,Community Living Area T,Muiríosa Foundation,Rosarii Kennedy,Offaly,3,01-02-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 10/05/2014. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-t,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5680-community-living-area-t-28-august-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5680-community-living-area-t-26-april-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5680-community-living-area-t-11-september-2020.pdf""]"
5554,Community Living Area T24,Muiríosa Foundation,Judy Li,Tipperary,1,29-11-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 30/05/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 1.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-t24,
5819,Community Living Area T35,Muiríosa Foundation,Judy Li,Tipperary,3,30-11-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 19/05/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-t35,
8178,Community Living Area T36-Cooleeney,Muiríosa Foundation,Judy Li,Tipperary,3,20-12-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 06/12/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-t36-cooleeney,
5733,Community Living Area U - 3 Screggan,Muiríosa Foundation,Joe Creevy,Offaly,2,15-05-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 18/01/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 2.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-u-3-screggan,
5775,Community Living Area V - Esker Gate,Muiríosa Foundation,Mary Ramsbottom,Laois,3,03-12-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 04/05/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-v-esker-gate,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5775-community-living-area-v-esker-gate-29-july-2021.pdf""]"
5794,Community Living Area W Ballytarsna,Muiríosa Foundation,,Laois,2,03-12-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 10/9/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 2","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-w-ballytarsna,
5804,Community Living Area X,Muiríosa Foundation,Christina Hegarty,Offaly,4,03-12-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 27/05/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-x,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5804-community-living-area-x-27-april-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5804-community-living-area-x-annagarvey-18-february-2021.pdf""]"
5813,Community Living Area Y5 Patrick's Avenue,Muiríosa Foundation,Tracey O'Loughlin,Offaly,1,21-02-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 30/7/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 1.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-y5-patricks-avenue,
5841,Community Living Area Z,Muiríosa Foundation,Judy Li,Tipperary,3,25-02-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 21/10/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Thomas Breen,  Brendan Broderick,  Annmarie Loughran,  Ed Farrell,  Kate Quinlan,  Mary Culliton,  Leslie Stevenson,  Jim O'Brien",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-living-area-z,
3943,Community Residential Service Limerick - Group E,Avista CLG,,Limerick,4,23-02-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 16/08/2019. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-residential-service-limerick-group-e,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3943-community-residential-service-limerick-group-e-18-september-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3943-community-residential-service-limerick-group-e-28-november-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3943-community-residential-service-limerick-group-e-15-march-2021.pdf""]"
3939,Community Residential Service Limerick Group A,Avista CLG,Majella Shortt,Limerick,12,14-02-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 14/07/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 12.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-residential-service-limerick-group,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3939-rp-thematic-report-community-residential-service-group-a-15-august-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3939-community-residential-service-limerick-group-a-31-august-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3939-community-residential-service-limerick-group-a-19-august-2021.pdf""]"
3940,Community Residential Service Limerick Group B,Avista CLG,Grainne Histon,Limerick,10,10-04-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 28/08/2020. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 10.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-residential-service-limerick-group-b,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3940-community-residential-service-limerick-group-b-15-june-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3940-community-residential-service-limerick-group-b-25-november-2020.pdf""]"
3941,Community Residential Service Limerick Group C,Avista CLG,Rita Walsh,Limerick,8,10-12-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 16/05/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 8.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-residential-service-limerick-group-c,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3941-community-residential-service-limerick-group-C-26-june-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3941-community-residential-service-limerick-group-c-25-august-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3941-community-residential-service-limerick-group-c-16-november-2020.pdf""]"
3942,Community Residential Service Limerick Group D,Avista CLG,Shannen McNamara,Limerick,11,22-09-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 18/11/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 11.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-residential-service-limerick-group-d,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3942-community-residential-service-limerick-group-d-18-may-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3942-community-residential-service-limerick-group-d-28-april-2022.pdf""]"
4963,Community Residential Service Limerick Group G,Avista CLG,Joanne McCarthy,Limerick,10,09-10-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 21/03/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is:10.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-residential-service-limerick-group-g,"[""https://www.hiqa.ie/system/files?file=20G-22-may-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4963-community-residential-service-limerick-group-g-19-january-2022_0.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4963-community-residential-service-limerick-group-g-18-february-2021.pdf""]"
5295,Community Residential Service Limerick Group H,Avista CLG,Louise Flannery,Limerick,8,10-04-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 20/10/2020. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 8.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-residential-service-limerick-group-h,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5295-community-residential-service-limerick-group-h-12-january-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5295-community-residential-service-limerick-group-h-06-august-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5295-community-residential-service-limerick-group-h-03-march-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5295-community-residential-service-limerick-group-h-11-november-2020.pdf""]"
5821,Community Residential Service Limerick Group I,Avista CLG,"Jennifer O'Connor, Sandra Ward",Limerick,4,11-02-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 16/07/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 4","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/community-residential-service-limerick-group-i-0,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5821-community-residential-service-limerick-group-i-18-may-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5821-community-residential-service-limerick-group-i-02-september-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5821-community-residential-service-limerick-1-31-may-2021.pdf""]"
